,name,playtime,number of platforms,platforms,number of stores,stores,genres,release date,rating,max rating,rating count,metacritic score,added
2269,觅长生,2,1,['PC'],1,['Steam'],"['Strategy', 'Indie', 'RPG']",2019-11-25,0.0,0,0,,{'owned': 2}
2270,Flowlines VS,0,1,['Nintendo'],1,['Nintendo Store'],['Puzzle'],2019-01-25,0.0,0,1,,"{'owned': 1, 'playing': 1}"
2271,The Unicorn Princess,0,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']","['Adventure', 'Sports']",2019-11-14,0.0,0,0,,"{'owned': 1, 'toplay': 1}"
2272,Hot Wheels Infinite Loop,0,1,['iOS'],1,['App Store'],"['Casual', 'Racing']",2019-08-22,0.0,0,1,,{'owned': 1}
2273,The INCREDIBLE MAZE OF DOOM,0,3,"['PC', 'Xbox', 'Nintendo']",1,['itch.io'],['Puzzle'],2019-09-04,0.0,0,0,,{'owned': 1}
2274,Dancing Queen,0,1,['PC'],1,['Steam'],"['Casual', 'RPG', 'Simulation']",2019-10-07,0.0,0,0,,{'owned': 1}
2275,GUNDAM BATTLE: GUNPLA WARFARE,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Adventure', 'Action']",2019-08-21,0.0,0,0,,{'owned': 1}
2276,Equellum/Fabula: Carmen Cygni,0,1,['Web'],1,['itch.io'],['RPG'],2019-07-06,0.0,0,0,,{'toplay': 1}
2277,My Only Friends,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-01-19,0.0,0,1,,{'yet': 1}
2278,Saved The Owner (Kuplinov Adventures),0,1,['PC'],1,['itch.io'],['Platformer'],2019-10-03,0.0,0,0,,{'playing': 1}
2279,Drag Star!,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],"['Indie', 'Adventure', 'RPG']",2019-03-14,0.0,0,0,,{'owned': 1}
2280,Danganronpa H20: Episode 8,0,1,['PC'],1,['itch.io'],['Adventure'],2019-06-07,0.0,0,0,,{'owned': 1}
2281,Airfield Mania,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-03-27,0.0,0,1,,{'dropped': 1}
2282,Forza Horizon: The Game,0,1,['iOS'],1,['App Store'],"['Racing', 'Sports']",2019-07-14,0.0,0,1,,{'dropped': 1}
2283,LOST ORBIT: Terminal Velocity,0,5,"['PC', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",3,"['Steam', 'Xbox Store', 'Nintendo Store']",['Action'],2019-07-16,0.0,0,1,,{'beaten': 1}
2284,Days Bygone - Castle Defense,0,1,['Android'],None,None,"['Shooter', 'Action', 'Casual', 'Strategy', 'Indie']",2019-04-01,0.0,0,1,,{'beaten': 1}
2285,fishy (itch),0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],"['Adventure', 'Action']",2019-10-10,0.0,0,0,,{'beaten': 1}
2286,Yumenikki,0,1,['iOS'],1,['App Store'],"['RPG', 'Simulation']",2019-02-25,0.0,0,0,,{'beaten': 1}
2287,Fable for Two,0,1,['PC'],1,['itch.io'],"['Adventure', 'Action', 'Puzzle']",2019-07-23,0.0,0,0,,{'toplay': 1}
2288,Arcade Archives VS. GRADIUS,0,2,"['PlayStation', 'Nintendo']",2,"['PlayStation Store', 'Nintendo Store']",['Arcade'],2019-08-15,0.0,0,0,,{'owned': 1}
2289,American Ninja Warrior: Challenge,0,3,"['PlayStation', 'Xbox', 'Nintendo']",3,"['PlayStation Store', 'Xbox Store', 'Nintendo Store']",['Sports'],2019-03-19,0.0,0,0,,{'owned': 1}
2290,Arcade Archives POOYAN,0,2,"['PlayStation', 'Nintendo']",2,"['PlayStation Store', 'Nintendo Store']",['Arcade'],2019-06-13,0.0,0,0,,{'owned': 1}
2291,Arcade Archives ALPINE SKI,0,2,"['PlayStation', 'Nintendo']",2,"['PlayStation Store', 'Nintendo Store']",[],2019-05-30,0.0,0,0,,{'owned': 1}
2292,Arcade Archives TIME TUNNEL,0,2,"['PlayStation', 'Nintendo']",2,"['PlayStation Store', 'Nintendo Store']",[],2019-09-19,0.0,0,0,,{'owned': 1}
2293,Beetle Biographies,0,1,['PC'],1,['itch.io'],['Simulation'],2019-08-25,0.0,0,0,,{'owned': 1}
2294,Marjorie,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-08-26,0.0,0,0,,{'owned': 1}
2295,Lines Infinite,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-08-22,0.0,0,0,,{'owned': 1}
2296,CHERNOBYL: The Untold Story,0,1,['PC'],1,['Steam'],['Indie'],2019-09-24,0.0,0,0,,{'owned': 1}
2297,Snake Ophidia,0,1,['PC'],1,['itch.io'],[],2019-06-21,0.0,0,0,,{'owned': 1}
2298,DEEP SPACE ANOMALY,0,1,['PC'],1,['Steam'],"['Indie', 'Action']",2019-06-24,0.0,0,0,,{'owned': 1}
2299,An Artists Past,0,1,['Web'],1,['itch.io'],"['Shooter', 'Adventure', 'Action']",2019-05-30,0.0,0,0,,{'owned': 1}
2300,Summer-Game! A Physics Remake!,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-06-05,0.0,0,0,,{'owned': 1}
2301,Hot Wheels id,0,1,['iOS'],1,['App Store'],"['Racing', 'Action']",2019-06-05,0.0,0,0,,{'owned': 1}
2302,The Wind and Wilting Blossom (Demo),0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],"['Strategy', 'RPG']",2019-08-31,0.0,0,0,,{'owned': 1}
2303,Summer Roguelike Project - Finale,0,1,['Web'],1,['itch.io'],[],2019-08-05,0.0,0,0,,{'owned': 1}
2304,cat part.i(o),0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Racing'],2019-09-05,0.0,0,0,,{'owned': 1}
2305,Food Truck Tycoon,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-02-08,0.0,0,0,,{'owned': 1}
2306,Sushi Time!,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-03-22,0.0,0,0,,{'owned': 1}
2307,Windstorm / Ostwind - Ari's Arrival,0,2,"['PC', 'Nintendo']",1,['Steam'],"['Adventure', 'Simulation']",2019-03-28,0.0,0,0,,{'owned': 1}
2308,Arcade Archives TERRA FORCE,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-04-04,0.0,0,0,,{'owned': 1}
2309,Voxel Sword,0,2,"['PC', 'Nintendo']",2,"['Steam', 'Nintendo Store']","['Casual', 'Racing', 'Indie', 'Action']",2019-01-10,0.0,0,0,,{'owned': 1}
